TTD_ID,Indication,State,FHDI_Drug_ID
D0P1WA,Chronic obstructive pulmonary disease [ICD-11: CA22],Approved,D00952
D0D7KC,Gastrointestinal disease [ICD-11: DE2Z],Approved,D00953
D03SVX,Hypertension [ICD-11: BA00-BA04],Approved,D00954
D0E2MJ,Angina pectoris [ICD-11: BA40],Discontinued in Phase 3,D00955
D0K0OZ,Peptic ulcer [ICD-11: DA61],Approved,D00956
D0U5HU,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D00957
D0U5HU,Osteosarcoma [ICD-11: 2B51],Phase 2,D00957
D0P1IZ,Blood brain barrier [ICD-11: 5C61.5],Approved,D00959
D0P8RS,Malaria [ICD-11: 1F40-1F45],Approved,D00960
D09YHJ,Intestinal strongyloidiasis due to nematode parasite [ICD-11: 1F6B],Approved,D00961
D0FX2Q,Diarrhea [ICD-11: ME05.1],Approved,D00963
D0FX2Q,Infectious disease [ICD-11: 1A00-CA43.1],Phase 3,D00963
D0W6CA,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00965
D04FVU,Nausea [ICD-11: MD90],Approved,D00966
D0R3FP,Discovery agent [ICD-11: N.A.],Approved,D00967
D01XRP,Dyspepsia [ICD-11: MD92],Approved,D00969
D04ITO,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00970
D06MQM,Malaria [ICD-11: 1F40-1F45],Approved,D00971
D0K3QS,Renal cell carcinoma [ICD-11: 2C90],Approved,D00972
D0K3QS,Kidney cancer [ICD-11: 2C90.0],Phase 3,D00972
D0W2EK,Breast cancer [ICD-11: 2C60-2C65],Approved,D00973
D01ZRI,Renal cell carcinoma [ICD-11: 2C90],Approved,D00974
D0G3YC,Chemotherapy-induced nausea [ICD-11: MD90],Phase 3,D00975
D0T6WN,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D00976
D0T6WN,Pain [ICD-11: MG30-MG3Z],Investigative,D00976
D0E9TP,Tinnitus [ICD-11: MC41],Approved,D00977
D0S3NU,Multi-drug resistant tuberculosis [ICD-11: MG52.00],Approved,D00978
D0S3NU,Mycobacterium infection [ICD-11: 1B10-1B21],Phase 3,D00978
D09QZI,Contraception [ICD-11: QA21],Approved,D00979
D0R0BX,Urinary tract infection [ICD-11: GC08],Approved,D00980
D0FC1J,Chagas disease [ICD-11: IF53],Approved,D00981
D0FC1J,Trypanosomiasis [ICD-11: 1D51-1F53],Phase 4,D00981
D0I8DD,Hyperthermia [ICD-11: MG26],Approved,D00982
D0WS1X,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D00983
D0BD8D,Gastroesophageal reflux disease [ICD-11: DA22.Z],Approved,D00984
D0BD8D,Gastrointestinal disease [ICD-11: DE2Z],Investigative,D00984
D02KIU,Contraception [ICD-11: QA21],Approved,D00985
D02XOK,Fibromyalgia [ICD-11: MG30.01],Approved,D00986
D01WUA,Pulmonary arterial hypertension [ICD-11: BB01.0],Approved,D00987
D0X7KZ,Osteoporosis [ICD-11: FB83.0],Approved,D00988
D0S9CB,Mood disorder [ICD-11: 6A60-6E23],Approved,D00989
D0S9CB,Female sexual arousal dysfunction [ICD-11: HA01.1],Phase 3,D00989
D0ES1Q,Renal cell carcinoma [ICD-11: 2C90],Approved,D00990
D0OT9S,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D00991
D0A9YA,Benign prostatic hyperplasia [ICD-11: GA90],Approved,D00992
D0A9YA,Prostate cancer [ICD-11: 2C82.0],Phase 3,D00992
D0X0CH,Complex partial seizure [ICD-11: 8A68.0],Phase 3,D00993
D0X0CH,Postpartum depression [ICD-11: 6E20.0],Phase 2,D00993
D0X6BV,Major depressive disorder [ICD-11: 6A70.3],Approved,D00994
D07IRF,Acute coronary syndrome [ICD-11: BA41],Approved,D00995
D07VHS,Invasive aspergillosis [ICD-11: 1F20.0],Phase 3,D00996
D07VHS,Invasive candidiasis [ICD-11: 1F23],Phase 3,D00996
D07VHS,Candidemia [ICD-11: 1F23.3Y],Phase 3,D00996
D0L9HX,Lupus nephritis [ICD-11: 4A40.0Y],Approved,D00997
D0L9HX,Psoriasis vulgaris [ICD-11: EA90],Phase 3,D00997
D0L9HX,Kidney disease [ICD-11: GC2Z],Phase 2,D00997
D0X5ZI,Pulmonary arterial hypertension [ICD-11: BB01.0],Approved,D00998
D0L3DK,Type-2 diabetes [ICD-11: 5A11],Approved,D00999
DMK6W0,Filarial disease [ICD-11: 1F66],Phase 1,D01000
D0E9KA,Actinic keratosis [ICD-11: EK90.0],Approved,D01001
D0E9KA,Melanoma [ICD-11: 2C30],Phase 3,D01001
D0E3SH,Multiple myeloma [ICD-11: 2A83],Approved,D01002
D0E3SH,Type-2 diabetes [ICD-11: 5A11],Phase 3,D01002
D0E3SH,Primary myelofibrosis [ICD-11: 2A20.2],Phase 2,D01002
D0V4GY,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01003
D0C6DT,Peptic ulcer [ICD-11: DA61],Approved,D01004
D0J6II,Atrial fibrillation [ICD-11: BC81.3],Phase 3,D01005
D0VR7W,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01006
D0JQ7Y,Coagulation defect [ICD-11: 3B10.0],Withdrawn from market,D01007
D06YYD,Non-erosive gastro-esophageal reflux disease [ICD-11: DA22.0],Approved,D01009
D06YYD,Erosive esophagitis [ICD-11: DA25.0],Approved,D01009
D06YYD,Peptic ulcer [ICD-11: DA61],Approved,D01009
D06YYD,NSAID-associated gastric ulcer [ICD-11: DA60],Phase 3,D01009
D06YYD,Non-erosive gastro-esophageal reflux disease [ICD-11: DA22.0],Approved,D01385
D06YYD,Erosive esophagitis [ICD-11: DA25.0],Approved,D01385
D06YYD,Peptic ulcer [ICD-11: DA61],Approved,D01385
D06YYD,NSAID-associated gastric ulcer [ICD-11: DA60],Phase 3,D01385
D0J5RN,Pediatric cancer [ICD-11: 2A00-2F9Z],Approved,D01010
D0F4SY,Huntington disease [ICD-11: 8A01.10],Phase 3,D01011
D0BV3J,Somatotropin deficiency [ICD-11: 5A61.0],Approved,D01012
D0BV3J,Growth hormone deficiency [ICD-11: 5A61.3],Approved,D01012
D0T7ZQ,Hormone replacement therapy [ICD-11: 8E01],Approved,D01014
D00LSI,Inflammatory bowel disease [ICD-11: DD72],Phase 2,D01015
D00LSI,Rheumatoid arthritis [ICD-11: FA20],Phase 2,D01015
D0I2WV,Hypertension [ICD-11: BA00-BA04],Phase 4,D01016
D0R0FO,Thyroid cancer [ICD-11: 2D10],Approved,D01017
D0R0FO,Hepatocellular carcinoma [ICD-11: 2C12.02],Phase 3,D01017
D0R0FO,Renal cell carcinoma [ICD-11: 2C90],Phase 3,D01017
D0R0FO,Melanoma [ICD-11: 2C30],Phase 2,D01017
D0R0FO,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1/2,D01017
D0R0FO,Ovarian cancer [ICD-11: 2C73],Phase 1,D01017
D0R0FO,Non-small-cell lung cancer [ICD-11: 2C25.Y],Application submitted,D01017
D04BCB,Type-2 diabetes [ICD-11: 5A11],Approved,D01018
D07NVU,Acute myeloid leukaemia [ICD-11: 2A60],Approved,D01019
D07NVU,Systemic mastocytosis [ICD-11: 2A21.0],Approved,D01019
D07NVU,Chronic myelomonocytic leukaemia [ICD-11: 2A40],Phase 2,D01019
D07NVU,Colorectal cancer [ICD-11: 2B91.Z],Phase 1,D01019
DZB84T,Progressive familial intrahepatic cholestasis [ICD-11: 5C58.03],Phase 3,D01021
DZB84T,Alagille syndrome [ICD-11: LB20.0Y],Phase 2,D01021
D05AWP,River blindness [ICD-11: 1F6A.0],Approved,D01022
D05AWP,Onchocerciasis [ICD-11: 1F6A],Approved,D01022
D0CT4D,Complex partial seizure [ICD-11: 8A68.0],Approved,D01023
D0CT4D,Epilepsy [ICD-11: 8A60-8A68],Phase 3,D01023
D0CT4D,Pain [ICD-11: MG30-MG3Z],Phase 3,D01023
D0K4MH,Acute pain [ICD-11: MG31],Approved,D01024
D00BLL,Overactive bladder [ICD-11: GC50.0],Approved,D01026
D09QBG,Thrombosis [ICD-11: DB61-GB90],Approved,D01029
D02HSB,Breast cancer [ICD-11: 2C60-2C65],Approved,D01030
D02HSB,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01030
D0X5UN,Overactive bladder [ICD-11: GC50.0],Approved,D01031
D0L5KU,Procedural sedation [ICD-11: JB0C.3],Approved,D01032
D0L5KU,Anaesthesia [ICD-11: 9A78.6],Phase 3,D01032
D0Y5JC,Erectile dysfunction [ICD-11: HA01.1],Approved,D01033
D0E3RW,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01034
D0KG3R,Deep vein thrombosis [ICD-11: BD71],Approved,D01036
D05KBU,Alcohol dependence [ICD-11: 6C40.2],Phase 2,D01037
D05KBU,Alcohol dependence [ICD-11: 6C40.2],Phase 2,D01037
D05KBU,Alcohol dependence [ICD-11: 6C40.2],Phase 2,D01386
D05KBU,Alcohol dependence [ICD-11: 6C40.2],Phase 2,D01386
D01TNW,Type-2 diabetes [ICD-11: 5A11],Approved,D01038
D0W7JZ,Renal cell carcinoma [ICD-11: 2C90],Approved,D01039
D0N2SR,Pulmonary arterial hypertension [ICD-11: BB01.0],Approved,D01040
D0EG1I,Rheumatoid arthritis [ICD-11: FA20],Approved,D01042
D01SHZ,Ovarian cancer [ICD-11: 2C73],Approved,D01043
D01UUD,Excessive daytime sleepiness [ICD-11: MG42],Approved,D01044
D01UUD,Schizophrenia [ICD-11: 6A20],Phase 3,D01044
D0M8PW,Allergic rhinitis [ICD-11: CA08.0],Approved,D01045
D03WEX,Major depressive disorder [ICD-11: 6A70.3],Approved,D01046
D03WEX,Mood disorder [ICD-11: 6A60-6E23],Phase 3,D01046
D06LNW,Clostridium difficile associated diarrhea [ICD-11: 1A04],Approved,D01047
D0J8JP,Parkinson disease [ICD-11: 8A00.0],Approved,D01048
D0VA0I,Myocardial infarction [ICD-11: BA41-BA43],Approved,D01049
D02EYG,Type-2 diabetes [ICD-11: 5A11],Approved,D01050
D0T5DP,Melanoma [ICD-11: 2C30],Phase 3,D01052
D0T5DP,Thyroid cancer [ICD-11: 2D10],Phase 3,D01052
D0T5DP,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 2,D01052
D0T5DP,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Investigative,D01052
D0M3CV,Excessive daytime sleepiness [ICD-11: MG42],Approved,D01053
D0M3CV,Narcolepsy [ICD-11: 7A20],Phase 3,D01053
D0J6AU,Osteoporosis [ICD-11: FB83.0],Phase 3,D01054
DEWC27,Alagille syndrome [ICD-11: LB20.0Y],Phase 3,D01055
D0I5HF,Thrombosis [ICD-11: DB61-GB90],Approved,D01057
D0Q5MQ,Insomnia [ICD-11: 7A00-7A0Z],Approved,D01059
D0YS1U,Focal segmental glomerulosclerosis [ICD-11: MF8Y],Phase 3,D01060
D0YS1U,Myocardial infarction [ICD-11: BA41-BA43],Phase 2,D01060
D0YS1U,Hypertension [ICD-11: BA00-BA04],Phase 2,D01060
D0J0BU,Venous thromboembolism [ICD-11: BD72],Approved,D01061
D0J0BU,Cerebrovascular ischaemia [ICD-11: 8B1Z],Phase 3,D01061
D0H8OH,Fibrodysplasia ossificans progressiva [ICD-11: FB31.1],Phase 3,D01063
D0H8OH,Emphysema [ICD-11: CA21],Phase 2,D01063
D0CF0Y,Chemotherapy-induced nausea [ICD-11: MD90],Approved,D01064
D0V3YT,Hepatitis C virus infection [ICD-11: 1E51.1],Approved,D01065
D0F2WP,Prostate cancer [ICD-11: 2C82.0],Approved,D01066
D0F2WP,Endometriosis [ICD-11: GA10],Phase 3,D01066
D0D9NY,Familial hypercholesterolemia [ICD-11: 5C80.00],Approved,D01067
D0D9NY,Cardiovascular disease [ICD-11: BA00-BE2Z],Phase 3,D01067
D0E0BD,Hepatic encephalopathy [ICD-11: DB99.5],Approved,D01068
D05XGO,Bipolar disorder [ICD-11: 6A60],Approved,D01070
D09GDD,Metastatic colorectal cancer [ICD-11: 2B91],Approved,D01071
D01QGX,Schizophrenia [ICD-11: 6A20],Approved,D01072
D0K9MY,Type-2 diabetes [ICD-11: 5A11],Approved,D01073
D09ZXR,Diarrhea-predominant irritable bowel syndrome [ICD-11: DD91.01],Approved,D01074
D0UI3T,Uterine fibroids [ICD-11: 2E86.0],Phase 3,D01075
D04UKC,Pulmonary arterial hypertension [ICD-11: BB01.0],Approved,D01077
D02QFW,Fragile X syndrome [ICD-11: LD55],Phase 2,D01078
D02QFW,Rett syndrome [ICD-11: LD90.4],Phase 2,D01078
D02QFW,Traumatic brain injury [ICD-11: NA07.Z],Phase 2,D01078
D02QFW,Type-1 diabetes [ICD-11: 5A10],Phase 2,D01078
D00ZCT,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D01079
D0Y4SI,Multiple sclerosis [ICD-11: 8A40],Approved,D01080
D0Y4SI,Psoriasis vulgaris [ICD-11: EA90],Phase 2,D01080
D0NJ5H,Type-2 diabetes [ICD-11: 5A11],Approved,D01082
D06XXH,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01086
D07ESC,Psoriasis vulgaris [ICD-11: EA90],Approved,D01087
D00DEF,Attention deficit hyperactivity disorder [ICD-11: 6A05.Z],Approved,D01088
D01NQM,Migraine [ICD-11: 8A80],Approved,D01089
D0J5VR,Chronic lymphocytic leukaemia [ICD-11: 2A82.0],Approved,D01090
D03ZBT,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01091
D2GV9Q,Vascular dementia [ICD-11: 6D81],Phase 2,D01092
D01JMC,Obesity [ICD-11: 5B81],Approved,D01094
D01JMC,Drug abuse [ICD-11: 6C4G.1Z],Phase 1,D01094
D0V8HJ,Immune thrombocytopenic purpura [ICD-11: 3B64.13],Approved,D01096
D0V8HJ,Rheumatoid arthritis [ICD-11: FA20],Phase 3,D01096
D04XVN,Melanoma [ICD-11: 2C30],Approved,D01097
D0G5JW,Anemia [ICD-11: 3A00-3A9Z],Investigative,D01098
D06ALD,Type-1 diabetes [ICD-11: 5A10],Approved,D01099
D0U5UC,Rheumatoid arthritis [ICD-11: FA20],Phase 2,D01100
D0U5UC,Psoriasis vulgaris [ICD-11: EA90],Phase 2,D01100
D0U5UC,Psoriatic arthritis [ICD-11: FA21],Phase 1,D01100
D0U5UC,Scleroderma [ICD-11: 4A42],Phase 1,D01100
D0U5UC,Systemic lupus erythematosus [ICD-11: 4A40.0],Phase 1,D01100
D00PLV,Hypertension [ICD-11: BA00-BA04],Approved,D01101
DU8CF6,Complex partial seizure [ICD-11: 8A68.0],Approved,D01103
D0V4WD,Contraception [ICD-11: QA21],Approved,D01105
D0QK5X,Prostate cancer [ICD-11: 2C82.0],Approved,D01106
D0S7JH,Cardiovascular disease [ICD-11: BA00-BE2Z],Approved,D01107
D0MD8D,Smallpox [ICD-11: 1E70],Approved,D01109
D0MD8D,Virus infection [ICD-11: 1A24-1D9Z],Phase 3,D01109
D0I1XG,Osteoporosis [ICD-11: FB83.0],Approved,D01110
D00UOR,Deep vein thrombosis [ICD-11: BD71],Approved,D01111
D09HVL,Thrombocytopenia [ICD-11: 3B64],Approved,D01112
D0YA2L,Osteogenesis imperfecta [ICD-11: LD24.K0],Approved,D01113
D0YA2L,Psoriatic disorder [ICD-11: EA90],Discontinued in Phase 2,D01113
D03GOI,Type-2 diabetes [ICD-11: 5A11],Approved,D01114
D03GOI,Obesity [ICD-11: 5B81],Phase 2,D01114
D01NLB,Pain [ICD-11: MG30-MG3Z],Approved,D01115
D01NLB,Traumatic brain injury [ICD-11: NA07.Z],Phase 1/2,D01115
D0M2XE,Diabetic complication [ICD-11: 5A2Y],Approved,D01116
D00GNJ,Irritable bowel syndrome [ICD-11: DD91.0],Approved,D01118
D0W7WC,Cystic fibrosis [ICD-11: CA25],Approved,D01119
D0X0CB,Cystic fibrosis [ICD-11: CA25],Phase 2,D01121
D0G8BM,Myelofibrosis [ICD-11: 2A20.2],Approved,D01123
D09VXM,HIV-associated diarrhoea [ICD-11: 1A2Z],Approved,D01124
D07KUN,Breast cancer [ICD-11: 2C60-2C65],Phase 3,D01125
D03TPR,High blood cholesterol level [ICD-11: 5C80.00],Approved,D01126
D0J9HW,Ovarian cancer [ICD-11: 2C73],Approved,D01128
D0J9HW,Pancreatic cancer [ICD-11: 2C10],Phase 3,D01128
D0J9HW,Prostate cancer [ICD-11: 2C82.0],Phase 3,D01128
D0L2UN,Inflammatory arthritis [ICD-11: FA2Z],Approved,D01129
D09WCM,Head and body lice [ICD-11: 1G00.0],Approved,D01130
D03EDQ,Basal cell carcinoma [ICD-11: 2C32],Approved,D01132
D03EDQ,Primitive neuroectodermal tumour medulloblastoma [ICD-11: 2A00.11],Phase 2,D01132
D0K3OK,Pruritus [ICD-11: EC90],Phase 3,D01135
D08DFX,Type-2 diabetes [ICD-11: 5A11],Approved,D01137
D08DFX,Diabetic nephropathy [ICD-11: GB61.Z],Phase 3,D01137
D08DFX,Type-1 diabetes [ICD-11: 5A10],Phase 2,D01137
D09KTS,Mantle cell lymphoma [ICD-11: 2A85.5],Approved,D01138
D09KTS,B-cell non-hodgkin lymphoma [ICD-11: 2B33.5],Phase 3,D01138
D09KTS,Diffuse large B-cell lymphoma [ICD-11: 2A81],Phase 3,D01138
D09KTS,Follicular lymphoma [ICD-11: 2A80],Phase 3,D01138
D09KTS,Non-hodgkin lymphoma [ICD-11: 2B33.5],Phase 3,D01138
D09KTS,Pancreatic cancer [ICD-11: 2C10],Phase 3,D01138
D09KTS,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01138
D0H0EQ,Acute lymphoblastic leukaemia [ICD-11: 2A85],Approved,D01139
D00TLP,Chronic HCV-1 infection [ICD-11: 1E51.1],Approved,D01143
D00OVU,Insomnia [ICD-11: 7A00-7A0Z],Approved,D01145
D0D5ZJ,Myelofibrosis [ICD-11: 2A20.2],Phase 3,D01146
D0D5ZJ,Polycythemia vera [ICD-11: 2A20.4],Phase 2,D01146
D0D5ZJ,Thrombocythemia [ICD-11: 3B63],Phase 2,D01146
D08WYM,Endometriosis [ICD-11: GA10],Approved,D01147
D0IQ6P,Thyroid cancer [ICD-11: 2D10],Approved,D01148
D0IQ6P,Ovarian cancer [ICD-11: 2C73],Phase 2,D01148
D04LKS,High-risk myelofibrosis [ICD-11: 2A20.2],Approved,D01149
D04LKS,Essential thrombocythemia [ICD-11: 3B63.1Z],Approved,D01149
D04LKS,Pancreatic cancer [ICD-11: 2C10],Phase 3,D01149
D04LKS,Atopic dermatitis [ICD-11: EA80],Phase 1/2,D01149
D04LKS,Vitiligo [ICD-11: ED63.0],Phase 1/2,D01149
D0O0LS,Non-small cell lung cancer [ICD-11: 2C25],Approved,D01151
D0O0LS,Colorectal cancer [ICD-11: 2B91.Z],Phase 2,D01151
D0O0LS,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01151
D0O0LS,Neuroblastoma [ICD-11: 2D11.2],Phase 1,D01151
D0O0LS,Mammary analogue secretory carcinoma [ICD-11: 2C60],Phase 1,D01151
D07OJZ,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01152
D07OJZ,Hepatocellular carcinoma [ICD-11: 2C12.02],Phase 2,D01152
D07OJZ,Recurrent glioblastoma [ICD-11: 2A00.00],Phase 1,D01152
D09TAB,Tenosynovial giant cell tumour [ICD-11: 2F7B],Approved,D01153
D09TAB,Alzheimer disease [ICD-11: 8A20],Phase 3,D01153
D09TAB,Pigmented villonodular synovitis [ICD-11: FA27.1],Phase 3,D01153
D09TAB,Neurofibromatosis type 1 [ICD-11: LD2D.10],Phase 1/2,D01153
D02VJP,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D01154
D09SGV,Hepatitis C virus infection [ICD-11: 1E51.1],Approved,D01155
D0R8QG,Non-small cell lung cancer [ICD-11: 2C25],Approved,D01157
D0R8QG,Hepatocellular carcinoma [ICD-11: 2C12.02],Phase 2,D01157
D0R8QG,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1/2,D01157
D0RE6T,Carcinoid syndrome diarrhea [ICD-11: DA90.0],Approved,D01158
D0RE6T,Carcinoid syndrome [ICD-11: 5B10],Approved,D01158
D0Y2SW,Multiple myeloma [ICD-11: 2A83],Approved,D01159
D0EB5N,Community-acquired pneumonia [ICD-11: CA40.Z],Approved,D01160
D0EB5N,Acute bacterial skin infection [ICD-11: 1C41],Phase 2,D01160
D0OR3G,Type-2 diabetes [ICD-11: 5A11],Phase 3,D01161
D0Y9EW,Melanoma [ICD-11: 2C30],Approved,D01162
D03AJU,Cushing disease [ICD-11: 5A70],Approved,D01163
D0V3FM,Pulmonary tuberculosis [ICD-11: 1B10.Z],Phase 2,D01164
D0Y7IC,Rheumatoid arthritis [ICD-11: FA20],Approved,D01165
D05ROI,Melanoma [ICD-11: 2C30],Approved,D01167
D05ROI,Melanoma [ICD-11: 2C30],Approved,D01167
D05ROI,Melanoma [ICD-11: 2C30],Approved,D01388
D05ROI,Melanoma [ICD-11: 2C30],Approved,D01388
D0DH5X,Overactive bladder [ICD-11: GC50.0],Approved,D01168
D03JTG,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 3,D01169
D07FKQ,Multiple sclerosis [ICD-11: 8A40],Approved,D01171
D07FKQ,Hepatocellular carcinoma [ICD-11: 2C12.02],Phase 3,D01171
D07FKQ,Rheumatoid arthritis [ICD-11: FA20],Phase 2,D01171
D06WRJ,Non-small-cell lung cancer [ICD-11: 2C25.Y],Registered,D01173
D0SL8X,Stroke [ICD-11: 8B20],Approved,D01174
D0SL8X,Venous thromboembolism [ICD-11: BD72],Approved,D01174
D0SL8X,Embolism [ICD-11: JB42],Approved,D01174
D0T0LU,Menopause symptom [ICD-11: GA30.0],Approved,D01178
D0T0LU,Vasomotor symptom [ICD-11: CA08],Approved,D01178
D02CPP,Helicobacter infection [ICD-11: DA42-DA63],Approved,D01180
D02CPP,Gastroesophageal reflux disease [ICD-11: DA22.Z],Phase 3,D01180
D00YVF,Type-2 diabetes [ICD-11: 5A11],Approved,D01181
D00YVF,Cardiovascular disease [ICD-11: BA00-BE2Z],Phase 3,D01181
D07TOK,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D01182
DY7MH5,Autism spectrum disorder [ICD-11: 6A02],Phase 3,D01184
D0PN8H,Myelofibrosis [ICD-11: 2A20.2],Phase 3,D01185
D06JHV,Chronic myelogenous leukaemia [ICD-11: 2A20.0],Phase 2,D01187
D04KZY,Acute myeloid leukaemia [ICD-11: 2A60],Approved,D01189
D0U3SY,Lung cancer [ICD-11: 2C25.0],Approved,D01190
D0U3SY,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 2,D01190
D0TD1R,Thrombocytopenia [ICD-11: 3B64],Approved,D01192
D0TD1R,Liver disease [ICD-11: DB90-BD99],Phase 2,D01192
D07OGZ,Acute coronary syndrome [ICD-11: BA41],Discontinued in Phase 3,D01193
D07YGK,Endometriosis [ICD-11: GA10],Phase 2,D01196
D09GRX,HER2-positive breast cancer [ICD-11: 2C60-2C65],Approved,D01198
D09GRX,Gastric adenocarcinoma [ICD-11: 2B72],Phase 2/3,D01198
D0V9VG,Migraine [ICD-11: 8A80],Approved,D01199
D0J8IJ,Metabolic disorder [ICD-11: 5C50-5D2Z],Approved,D01200
D05PWX,Neuroendocrine cancer [ICD-11: 2B72.1],Phase 3,D01201
D05PWX,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1,D01201
D07EDB,Multiple sclerosis [ICD-11: 8A40],Approved,D01202
D07EDB,Ulcerative colitis [ICD-11: DD71],Phase 3,D01202
D07EDB,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 3,D01202
D07EDB,Crohn disease [ICD-11: DD70],Phase 2,D01202
D0C3SW,Hyperuricaemia [ICD-11: 5C55.Y],Approved,D01204
D0I1FQ,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D01206
D0S0LZ,Chronic periodontitis [ICD-11: DA0C.Y],Approved,D01207
D0S0LZ,Advanced gum disease [ICD-11: DA0D],Approved,D01207
D0S0LZ,Diabetic foot ulcer [ICD-11: BD54],Phase 2,D01207
D06ZEO,Heart failure [ICD-11: BD10-BD13],Approved,D01208
D08NQZ,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01209
D0J2NK,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01210
D08LTU,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01211
D08LTU,Rosacea [ICD-11: ED90.0],Phase 2,D01211
D00IBN,Pain [ICD-11: MG30-MG3Z],Approved,D01213
D05HFY,Thrombosis [ICD-11: DB61-GB90],Approved,D01214
D0G7FJ,Arthritis [ICD-11: FA20],Approved,D01215
D0I6IB,Rheumatoid arthritis [ICD-11: FA20],Approved,D01216
D0E3OF,Atrial fibrillation [ICD-11: BC81.3],Approved,D01217
D0E3OF,Thrombosis [ICD-11: DB61-GB90],Application submitted,D01217
D0QV5T,Thrombosis [ICD-11: DB61-GB90],Approved,D01219
D0T6EI,Acne vulgaris [ICD-11: ED80],Approved,D01220
D0EV6T,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D01221
D05AFR,Acne vulgaris [ICD-11: ED80],Approved,D01222
D07QFP,Hyperlipidaemia [ICD-11: 5C80],Approved,D01223
D07QFP,Multiple sclerosis [ICD-11: 8A40],Approved,D01223
D07QFP,Rheumatoid arthritis [ICD-11: FA20],Phase 3,D01223
D07QFP,Hepatitis B virus infection [ICD-11: 1E51.0],Phase 1,D01223
D09GUJ,Acute bacterial skin infection [ICD-11: 1C41],Approved,D01225
D09GUJ,Bacterial pneumonia [ICD-11: CA40.0],Approved,D01225
D09GUJ,Bacterial infection [ICD-11: 1A00-1C4Z],Phase 3,D01225
D04VEJ,Bacterial infection [ICD-11: 1A00-1C4Z],Approved,D01226
D00YZD,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D01228
D0W7HE,Breast cancer [ICD-11: 2C60-2C65],Approved,D01234
D0W7HE,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01234
D0DF9Z,Diarrhea [ICD-11: ME05.1],Approved,D01235
D02ULU,Type-2 diabetes [ICD-11: 5A11],Approved,D01236
D0A7ZK,Insomnia [ICD-11: 7A00-7A0Z],Approved,D01237
D0A7ZK,Alzheimer disease [ICD-11: 8A20],Phase 2,D01237
D07LCF,Opioid-induced constipation [ICD-11: DB32.1],Approved,D01238
D0KX7I,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 3,D01239
D04LVK,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01240
DGO2C1,Sjogren syndrome [ICD-11: 4A43.20],Phase 2,D01241
D01ZGH,Hepatitis C virus infection [ICD-11: 1E51.1],Discontinued in Phase 1,D01242
D07JAG,Rheumatoid arthritis [ICD-11: FA20],Approved,D01244
D07JAG,Psoriatic arthritis [ICD-11: FA21],Phase 3,D01244
D07JAG,Atopic dermatitis [ICD-11: EA80],Phase 2,D01244
D07JAG,Crohn disease [ICD-11: DD70],Phase 2,D01244
D07JAG,Ulcerative colitis [ICD-11: DD71],Phase 2,D01244
D07VFD,Peripheral neuropathy [ICD-11: 8C0Z],Registered,D01246
D07VFD,Fibromyalgia [ICD-11: MG30.01],Phase 3,D01246
D07VFD,Cancer related pain [ICD-11: MG30],Phase 3,D01246
D07VFD,Cardiovascular disease [ICD-11: BA00-BE2Z],Phase 3,D01246
D0C8AP,Pyruvate kinase deficiency [ICD-11: 5C53.00],Phase 2,D01247
D0NV5O,Diabetic nephropathy [ICD-11: GB61.Z],Phase 3,D01248
D0E8LA,Dyslipidemia [ICD-11: 5C80-5C81],Approved,D01249
